,Country,Job Title,Gender,Quantity,Percentage
1076,France,Electronic Data Interchange System Developer (EDI System Developer),Female,4,4%
1077,France,Electronic Data Interchange System Developer (EDI System Developer),Male,5,5%
1078,France,Electronic Data Processing Auditor (EDP Auditor),Female,2,2%
1079,France,Electronic Data Processing Auditor (EDP Auditor),Male,5,5%
1080,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,3,3%
1081,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,3,3%
1082,France,Field Traffic Data Technician,Male,2,2%
1083,France,Flight Test Data Acquisition Technician,Female,1,1%
1084,France,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,1%
1085,France,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,3,3%
1086,France,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,9,9%
1087,France,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,1%
1088,France,Geographic Information Systems Data Manager (GIS Data Manager),Male,5,5%
1089,France,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,4,4%
1090,France,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,5,5%
1091,France,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,1%
1092,France,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,3,3%
1093,France,Head of Information Systems and Data Processing,Female,6,6%
1094,France,Head of Information Systems and Data Processing,Male,6,6%
1095,France,Internet Database Specialist,Female,5,5%
1096,France,Internet Database Specialist,Male,5,5%
1097,France,Log Data Technician,Female,2,2%
1098,France,Log Data Technician,Male,2,2%
1099,France,Maintenance Data Analyst,Female,2,2%
1100,France,Marketing Database Analyst,Female,1,1%
1101,France,Medical Data Analyst,Female,2,2%
1102,France,Micro Computer Data Processor,Male,1,1%
1103,France,Naval Tactical Data System--Combat Information Center Officer,Female,1,1%
1104,France,Naval Tactical Data System--Combat Information Center Officer,Male,1,1%
1105,France,Not working,Female,341,353%
1106,France,Not working,Male,194,201%
1107,France,"Operations Officer, Afloat (Naval Tactical Data Systems)",Female,1,1%
1108,France,Oracle Database Administrator (Oracle DBA),Female,5,5%
1109,France,Oracle Database Administrator (Oracle DBA),Male,7,7%
1110,France,Reference Data Expert,Male,1,1%
1111,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Female,2,2%
1112,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,1%
1113,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,1%
1114,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,1%
1115,France,SQL Database Administrator,Female,1,1%
1116,France,SQL Database Administrator,Male,2,2%
1117,France,Scientific Database Curator,Female,1,1%
1118,France,Scientific Database Curator,Male,1,1%
1119,France,Survey Data Technician,Female,1,1%
1120,France,Voice and Data Technician,Male,1,1%
1121,Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,2,2%
1122,Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,1%
1123,Greece,Automatic Data Processing Planner,Male,1,1%
1124,Greece,Automatic Data Processing Planner (ADP Planner),Female,2,2%
1125,Greece,Automatic Data Processing Planner (ADP Planner),Male,1,1%
1126,Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,3,3%
1127,Greece,Clinical Data Abstractor,Female,1,1%
1128,Greece,Clinical Data Abstractor,Male,1,1%
1129,Greece,Clinical Data Associate,Female,1,1%
1130,Greece,Clinical Data Management Manager (CDM Manager),Male,2,2%
1131,Greece,Computer or Data Processing Systems Consultant,Female,1,1%
1132,Greece,Customer Data Technician,Male,1,1%
1133,Greece,Data Abstractor,Female,1,1%
1134,Greece,Data Abstractor,Male,1,1%
1135,Greece,Data Administrator,Female,1,1%
1136,Greece,Data Administrator,Male,1,1%
1137,Greece,Data Architect,Male,3,3%
1138,Greece,Data Base Design Analyst,Female,1,1%
1139,Greece,Data Communications Analyst,Male,1,1%
1140,Greece,Data Communications Software Consultant,Female,2,2%
1141,Greece,Data Communications Software Consultant,Male,1,1%
1142,Greece,Data Communications Technician,Male,1,1%
1143,Greece,Data Coordinator,Male,1,1%
1144,Greece,Data Entry Clerk,Female,1,1%
1145,Greece,Data Entry Technician,Male,1,1%
1146,Greece,Data Examination Clerk,Male,1,1%
1147,Greece,Data Keyer,Male,1,1%
1148,Greece,Data Management Information Technology Specialist,Male,3,3%
1149,Greece,Data Miner,Female,2,2%
1150,Greece,Data Miner,Male,1,1%
1151,Greece,Data Modeling Specialist,Female,1,1%
1152,Greece,Data Modeling Specialist,Male,2,2%
1153,Greece,Data Officer,Female,2,2%
1154,Greece,Data Officer,Male,1,1%
1155,Greece,Data Processing Consultant,Female,1,1%
1156,Greece,Data Processing Consultant,Male,1,1%
1157,Greece,Data Processing Manager,Female,1,1%
1158,Greece,Data Processing Systems Analyst,Male,1,1%
1159,Greece,Data Processing Systems Project Planner,Female,1,1%
1160,Greece,Data Processor,Female,1,1%
1161,Greece,Data Scientist,Female,1,1%
1162,Greece,Data Scientist,Male,1,1%
1163,Greece,Data Security Administrator,Male,2,2%
1164,Greece,Data Security Analyst,Male,2,2%
1165,Greece,Data Storage Specialist,Female,1,1%
1166,Greece,Data Systems Manager,Male,1,1%
1167,Greece,Data Warehouse Analyst,Female,1,1%
1168,Greece,Data Warehouse Analyst,Male,1,1%
1169,Greece,Data Warehouse Architect,Female,1,1%
1170,Greece,Data Warehouse Developer,Female,1,1%
1171,Greece,Data Warehouse Developer,Male,1,1%
1172,Greece,Data Warehouse Specialist,Male,2,2%
1173,Greece,Data Warehousing Engineer,Female,2,2%
1174,Greece,Data Warehousing Engineer,Male,1,1%
1175,Greece,Data Warehousing Specialist,Male,3,3%
1176,Greece,Database Administration Associate,Female,1,1%
1177,Greece,Database Administration Associate,Male,1,1%
1178,Greece,Database Administration Manager,Female,1,1%
1179,Greece,Database Administration Manager,Male,1,1%
1180,Greece,Database Administration Project Manager,Male,1,1%
1181,Greece,Database Architect,Male,1,1%
1182,Greece,Database Consultant,Female,1,1%
1183,Greece,Database Consultant,Male,1,1%
1184,Greece,Database Coordinator,Male,4,4%
1185,Greece,Database Design Analyst,Female,1,1%
1186,Greece,Database Designer,Male,2,2%
1187,Greece,Database Engineer,Male,2,2%
1188,Greece,Database Management System Specialist (DBMS Specialist),Female,1,1%
1189,Greece,Database Manager,Female,1,1%
1190,Greece,Database Manager,Male,1,1%
1191,Greece,Database Marketing Analyst,Male,1,1%
1192,Greece,Database Modeler,Female,1,1%
1193,Greece,Database Modeler,Male,1,1%
1194,Greece,Database Programmer,Female,1,1%
1195,Greece,Database Security Expert,Female,2,2%
1196,Greece,Database Software Technician,Male,1,1%
1197,Greece,Database Specialist,Female,1,1%
1198,Greece,Database Specialist,Male,1,1%
1199,Greece,Database Tester,Female,1,1%
1200,Greece,Database Tester,Male,1,1%
1201,Greece,Databases Computer Consultant,Female,1,1%
1202,Greece,Databases Computer Consultant,Male,1,1%
1203,Greece,Electronic Data Interchange System Developer (EDI System Developer),Male,1,1%
1204,Greece,Electronic Data Processing Auditor (EDP Auditor),Female,1,1%
1205,Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,2,2%
1206,Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,3,3%
1207,Greece,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,1%
1208,Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,2%
1209,Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,1%
1210,Greece,Internet Database Specialist,Male,3,3%
1211,Greece,Log Data Technician,Male,1,1%
1212,Greece,Micro Computer Data Processor,Female,1,1%
1213,Greece,Micro Computer Data Processor,Male,1,1%
1214,Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,1,1%
1215,Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,2,2%
1216,Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,1,1%
1217,Greece,Not working,Female,51,52%
1218,Greece,Not working,Male,39,40%
1219,Greece,Oracle Database Administrator (Oracle DBA),Female,2,2%
1220,Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,1%
1221,Greece,SQL Database Administrator,Female,1,1%
1222,Greece,SQL Database Administrator,Male,2,2%
1223,Greece,Weight in Motion Field Data Collection Technician,Male,1,1%
1224,Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,1%
1225,Croatia,Clinical Data Abstractor,Male,1,1%
1226,Croatia,Clinical Data Management Associate Director,Male,1,1%
1227,Croatia,Computer or Data Processing Systems Consultant,Female,1,1%
1228,Croatia,Computer or Data Processing Systems Consultant,Male,1,1%
1229,Croatia,Data Administrator,Male,1,1%
1230,Croatia,Data Analysis Assistant,Male,1,1%
1231,Croatia,Data Coordinator,Male,1,1%
1232,Croatia,Data Entry Associate,Female,1,1%
1233,Croatia,Data Management Associate,Male,1,1%
1234,Croatia,Data Management Information Technology Specialist,Male,1,1%
1235,Croatia,Data Modeling Specialist,Male,1,1%
1236,Croatia,Data Officer,Female,1,1%
1237,Croatia,Data Operations Director,Male,1,1%
1238,Croatia,Data Processing Manager,Female,1,1%
1239,Croatia,Data Processing Systems Project Planner,Male,1,1%
1240,Croatia,Data Security Administrator,Male,2,2%
1241,Croatia,Data Storage Specialist,Female,1,1%
1242,Croatia,Data Storage Specialist,Male,1,1%
1243,Croatia,Data Systems Manager,Female,1,1%
1244,Croatia,Data Systems Manager,Male,1,1%
1245,Croatia,Data Warehouse Developer,Male,1,1%
1246,Croatia,Data Warehouse Specialist,Female,1,1%
1247,Croatia,Database Coordinator,Female,1,1%
1248,Croatia,Database Design Analyst,Female,1,1%
1249,Croatia,Database Design Analyst,Male,1,1%
1250,Croatia,Database Designer,Male,1,1%
1251,Croatia,Database Engineer,Male,1,1%
1252,Croatia,Database Modeler,Female,1,1%
1253,Croatia,Database Modeler,Male,1,1%
1254,Croatia,Database Security Administrator,Female,1,1%
1255,Croatia,Database Security Administrator,Male,2,2%
1256,Croatia,Database Security Expert,Male,1,1%
1257,Croatia,Database Specialist,Male,1,1%
1258,Croatia,Database Tester,Male,1,1%
1259,Croatia,Electronic Data Interchange System Developer (EDI System Developer),Male,1,1%
1260,Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,1,1%
1261,Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,1%
1262,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),Male,2,2%
1263,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,1%
1264,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,1%
1265,Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,1%
1266,Croatia,Head of Information Systems and Data Processing,Male,1,1%
1267,Croatia,Internet Database Specialist,Female,2,2%
1268,Croatia,Not working,Female,20,20%
1269,Croatia,Not working,Male,18,18%
1270,Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",Female,1,1%
1271,Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,1%
1272,Hungary,Automatic Data Processing Planner,Male,1,1%
1273,Hungary,Automatic Data Processing Planner (ADP Planner),Female,2,2%
1274,Hungary,Automatic Data Processing Planner (ADP Planner),Male,2,2%
1275,Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,1,1%
1276,Hungary,Customer Data Technician,Female,1,1%
1277,Hungary,Data Acquisition Technician,Male,1,1%
1278,Hungary,Data Administrator,Female,2,2%
1279,Hungary,Data Administrator,Male,2,2%
1280,Hungary,Data Analysis Assistant,Male,1,1%
1281,Hungary,Data Architect,Female,2,2%
1282,Hungary,Data Base Design Analyst,Female,2,2%
1283,Hungary,Data Capture Clerk,Female,1,1%
1284,Hungary,Data Capture Specialist,Male,1,1%
1285,Hungary,Data Collection Technician,Female,1,1%
1286,Hungary,Data Communications Software Consultant,Female,1,1%
1287,Hungary,Data Conversion Operator,Female,1,1%
1288,Hungary,Data Coordinator,Female,1,1%
1289,Hungary,Data Coordinator,Male,2,2%
1290,Hungary,Data Entry Machine Operator,Male,1,1%
1291,Hungary,Data Entry Supervisor,Male,1,1%
1292,Hungary,Data Entry Technician,Male,1,1%
1293,Hungary,Data Keyer,Male,1,1%
1294,Hungary,Data Management Associate,Female,1,1%
1295,Hungary,Data Management Associate,Male,2,2%
1296,Hungary,Data Management Information Technology Specialist,Male,2,2%
1297,Hungary,Data Miner,Female,2,2%
1298,Hungary,Data Miner,Male,3,3%
1299,Hungary,Data Modeling Specialist,Female,1,1%
1300,Hungary,Data Modeling Specialist,Male,1,1%
1301,Hungary,Data Operations Director,Female,1,1%
1302,Hungary,Data Processing Auditor,Female,1,1%
1303,Hungary,Data Processing Auditor,Male,1,1%
1304,Hungary,Data Processing Auxiliary Equipment Operator,Female,1,1%
1305,Hungary,Data Processing Manager,Female,1,1%
1306,Hungary,Data Processing Services Sales Representative,Female,2,2%
1307,Hungary,Data Processing Services Sales Representative,Male,1,1%
1308,Hungary,Data Processing Supervisor,Male,1,1%
1309,Hungary,Data Processing Systems Analyst,Female,1,1%
1310,Hungary,Data Processing Systems Analyst,Male,1,1%
1311,Hungary,Data Processing Systems Project Planner,Male,1,1%
1312,Hungary,Data Processor,Female,1,1%
1313,Hungary,Data Specialist,Male,2,2%
1314,Hungary,Data Storage Specialist,Female,1,1%
1315,Hungary,Data Storage Specialist,Male,2,2%
1316,Hungary,Data Warehouse Analyst,Female,1,1%
1317,Hungary,Data Warehouse Analyst,Male,1,1%
1318,Hungary,Data Warehouse Architect,Male,1,1%
1319,Hungary,Data Warehouse Developer,Female,1,1%
1320,Hungary,Data Warehouse Specialist,Female,1,1%
1321,Hungary,Data Warehouse Specialist,Male,3,3%
1322,Hungary,Data Warehousing Engineer,Male,1,1%
1323,Hungary,Data Warehousing Manager,Male,1,1%
1324,Hungary,Data Warehousing Specialist,Male,1,1%
1325,Hungary,Database Administration Associate,Female,2,2%
1326,Hungary,Database Administration Associate,Male,1,1%
1327,Hungary,Database Administration Manager,Female,1,1%
1328,Hungary,Database Administration Manager,Male,1,1%
1329,Hungary,Database Analyst,Female,1,1%
1330,Hungary,Database Consultant,Female,2,2%
1331,Hungary,Database Coordinator,Female,2,2%
1332,Hungary,Database Coordinator,Male,1,1%
1333,Hungary,Database Design Analyst,Male,1,1%
1334,Hungary,Database Designer,Male,1,1%
1335,Hungary,Database Developer,Male,1,1%
1336,Hungary,Database Engineer,Male,2,2%
1337,Hungary,Database Management System Specialist (DBMS Specialist),Male,2,2%
1338,Hungary,Database Manager,Male,1,1%
1339,Hungary,Database Marketing Analyst,Female,1,1%
1340,Hungary,Database Marketing Analyst,Male,1,1%
1341,Hungary,Database Modeler,Male,1,1%
1342,Hungary,Database Programmer,Female,1,1%
1343,Hungary,Database Security Administrator,Male,1,1%
1344,Hungary,Database Software Technician,Female,1,1%
1345,Hungary,Database Software Technician,Male,1,1%
1346,Hungary,Database Tester,Male,1,1%
1347,Hungary,Databases Computer Consultant,Male,2,2%
1348,Hungary,Databases Software Consultant,Female,1,1%
1349,Hungary,Databases Software Consultant,Male,1,1%
1350,Hungary,Datastage Developer,Male,1,1%
1351,Hungary,Director of Data Operations,Female,1,1%
1352,Hungary,Director of Data Operations,Male,1,1%
1353,Hungary,Electronic Data Interchange System Developer (EDI System Developer),Female,1,1%
1354,Hungary,Electronic Data Processing Auditor (EDP Auditor),Female,1,1%
1355,Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,2,2%
1356,Hungary,Field Traffic Data Technician,Female,1,1%
1357,Hungary,Field Traffic Data Technician,Male,1,1%
1358,Hungary,Flight Test Data Acquisition Technician,Male,1,1%
1359,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,1%
1360,Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Male,3,3%
1361,Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,2%
1362,Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,1%
1363,Hungary,Head of Information Systems and Data Processing,Female,1,1%
1364,Hungary,Head of Information Systems and Data Processing,Male,2,2%
1365,Hungary,Health Data Analyst,Female,1,1%
1366,Hungary,Internet Database Specialist,Female,1,1%
1367,Hungary,Internet Database Specialist,Male,1,1%
1368,Hungary,Marketing Database Analyst,Female,1,1%
1369,Hungary,Naval Tactical Data System--Combat Information Center Officer,Male,1,1%
1370,Hungary,Not working,Female,42,43%
1371,Hungary,Not working,Male,31,32%
1372,Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,1%
1373,Hungary,Oracle Database Administrator (Oracle DBA),Male,1,1%
1374,Hungary,SQL Database Administrator,Female,4,4%
1375,Ireland,Automatic Data Processing Planner (ADP Planner),Male,1,1%
1376,Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,1,1%
1377,Ireland,Data Acquisition Technician,Male,1,1%
1378,Ireland,Data Architect,Male,1,1%
1379,Ireland,Data Communications Analyst,Female,2,2%
1380,Ireland,Data Control Clerk Supervisor,Female,1,1%
1381,Ireland,Data Input Clerk,Male,1,1%
1382,Ireland,Data Management Associate,Female,1,1%
1383,Ireland,Data Management Associate,Male,1,1%
1384,Ireland,Data Miner,Female,1,1%
1385,Ireland,Data Processing Auditor,Female,1,1%
1386,Ireland,Data Processing Auditor,Male,1,1%
1387,Ireland,Data Processing Consultant,Female,1,1%
1388,Ireland,Data Processing Consultant,Male,1,1%
1389,Ireland,Data Processing Manager,Female,1,1%
1390,Ireland,Data Processing Mechanic,Female,1,1%
1391,Ireland,Data Processing Systems Analyst,Male,2,2%
1392,Ireland,Data Processing Systems Project Planner,Male,1,1%
1393,Ireland,Data Scientist,Male,1,1%
1394,Ireland,Data Security Administrator,Male,1,1%
1395,Ireland,Data Specialist,Male,1,1%
1396,Ireland,Data Systems Manager,Male,2,2%
1397,Ireland,Data Warehouse Analyst,Female,1,1%
1398,Ireland,Data Warehousing Manager,Female,1,1%
1399,Ireland,Data Warehousing Specialist,Female,1,1%
1400,Ireland,Database Administration Associate,Female,1,1%
1401,Ireland,Database Architect,Male,1,1%
1402,Ireland,Database Consultant,Female,1,1%
1403,Ireland,Database Designer,Female,1,1%
1404,Ireland,Database Modeler,Female,1,1%
1405,Ireland,Database Modeler,Male,1,1%
1406,Ireland,Database Security Administrator,Female,1,1%
1407,Ireland,Database Tester,Female,2,2%
1408,Ireland,Electronic Data Processing Auditor (EDP Auditor),Female,1,1%
1409,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,1%
1410,Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Male,1,1%
1411,Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,1%
1412,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,2,2%
1413,Ireland,LiDAR Data Analyst,Male,1,1%
1414,Ireland,Not working,Female,21,21%
1415,Ireland,Not working,Male,21,21%
1416,Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,1%
1417,Ireland,Oracle Database Administrator (Oracle DBA),Male,1,1%
1418,Ireland,Reference Data Expert,Female,1,1%
1419,Ireland,SQL Database Administrator,Male,1,1%
1420,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,2,2%
1421,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,8,8%
1422,Italy,Automatic Data Processing Planner,Female,4,4%
1423,Italy,Automatic Data Processing Planner,Male,3,3%
1424,Italy,Automatic Data Processing Planner (ADP Planner),Female,3,3%
1425,Italy,Automatic Data Processing Planner (ADP Planner),Male,6,6%
1426,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,4,4%
1427,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,4,4%
1428,Italy,Business Database Analyst,Female,1,1%
1429,Italy,Clinical Data Abstractor,Male,1,1%
1430,Italy,Clinical Data Analyst,Male,1,1%
1431,Italy,Clinical Data Associate,Male,2,2%
1432,Italy,Clinical Data Coordinator,Male,1,1%
1433,Italy,Clinical Data Management Associate Director,Male,1,1%
1434,Italy,Clinical Data Management Manager (CDM Manager),Female,2,2%
1435,Italy,Clinical Data Management Manager (CDM Manager),Male,1,1%
1436,Italy,Clinical Data Specialist,Female,1,1%
1437,Italy,Clinical Data Specialist,Male,1,1%
1438,Italy,Computer or Data Processing Systems Consultant,Female,4,4%
1439,Italy,Computer or Data Processing Systems Consultant,Male,3,3%
1440,Italy,Customer Data Technician,Female,1,1%
1441,Italy,Data Acquisition Technician,Female,2,2%
1442,Italy,Data Administrator,Female,7,7%
1443,Italy,Data Administrator,Male,6,6%
1444,Italy,Data Analysis Assistant,Male,1,1%
1445,Italy,Data Analyst,Female,1,1%
1446,Italy,Data Analyst,Male,1,1%
1447,Italy,Data Architect,Female,5,5%
1448,Italy,Data Architect,Male,6,6%
1449,Italy,Data Base Design Analyst,Female,4,4%
1450,Italy,Data Base Design Analyst,Male,5,5%
1451,Italy,Data Capture Clerk,Male,3,3%
1452,Italy,Data Center Operator,Male,1,1%
1453,Italy,Data Coder Operator,Female,2,2%
1454,Italy,Data Coder Operator,Male,3,3%
1455,Italy,Data Collection Technician,Male,1,1%
1456,Italy,Data Collector,Female,1,1%
1457,Italy,Data Collector,Male,1,1%
1458,Italy,Data Communications Analyst,Female,4,4%
1459,Italy,Data Communications Analyst,Male,5,5%
1460,Italy,Data Communications Software Consultant,Female,3,3%
1461,Italy,Data Communications Software Consultant,Male,2,2%
1462,Italy,Data Communications Technician,Male,1,1%
1463,Italy,Data Compiler,Male,3,3%
1464,Italy,Data Control Assistant,Female,2,2%
1465,Italy,Data Control Clerk Supervisor,Male,2,2%
1466,Italy,Data Conversion Operator,Female,1,1%
1467,Italy,Data Coordinator,Female,8,8%
1468,Italy,Data Coordinator,Male,2,2%
1469,Italy,Data Entry Associate,Male,1,1%
1470,Italy,Data Entry Clerk,Male,3,3%
1471,Italy,Data Entry Machine Operator,Female,1,1%
1472,Italy,Data Entry Operator,Male,1,1%
1473,Italy,Data Entry Representative,Female,1,1%
1474,Italy,Data Entry Representative,Male,2,2%
1475,Italy,Data Entry Specialist,Male,1,1%
1476,Italy,Data Entry Supervisor,Male,3,3%
1477,Italy,Data Examination Clerk,Female,1,1%
1478,Italy,Data Input Clerk,Female,2,2%
1479,Italy,Data Input Clerk,Male,2,2%
1480,Italy,Data Management Associate,Female,2,2%
1481,Italy,Data Management Associate,Male,4,4%
1482,Italy,Data Management Information Technology Specialist,Female,2,2%
1483,Italy,Data Management Information Technology Specialist,Male,7,7%
1484,Italy,Data Manager,Female,2,2%
1485,Italy,Data Manager,Male,2,2%
1486,Italy,Data Miner,Female,3,3%
1487,Italy,Data Miner,Male,11,11%
1488,Italy,Data Modeler,Female,1,1%
1489,Italy,Data Modeling Specialist,Female,4,4%
1490,Italy,Data Modeling Specialist,Male,9,9%
1491,Italy,Data Officer,Female,8,8%
1492,Italy,Data Officer,Male,7,7%
1493,Italy,Data Operations Director,Female,2,2%
1494,Italy,Data Operations Director,Male,2,2%
1495,Italy,Data Processing Auditor,Female,4,4%
1496,Italy,Data Processing Auditor,Male,9,9%
1497,Italy,Data Processing Auxiliary Equipment Operator,Female,1,1%
1498,Italy,Data Processing Consultant,Female,1,1%
1499,Italy,Data Processing Consultant,Male,3,3%
1500,Italy,Data Processing Control Clerk,Male,2,2%
1501,Italy,Data Processing Manager,Female,3,3%
1502,Italy,Data Processing Manager,Male,2,2%
1503,Italy,Data Processing Services Sales Representative,Female,1,1%
1504,Italy,Data Processing Supervisor,Male,1,1%
1505,Italy,Data Processing Systems Analyst,Female,2,2%
1506,Italy,Data Processing Systems Analyst,Male,7,7%
1507,Italy,Data Processing Systems Project Planner,Female,3,3%
1508,Italy,Data Processing Systems Project Planner,Male,7,7%
1509,Italy,Data Processor,Female,2,2%
1510,Italy,Data Processor,Male,1,1%
1511,Italy,Data Reduction Technician,Female,1,1%
1512,Italy,Data Sciences Director,Female,1,1%
1513,Italy,Data Sciences Director,Male,1,1%
1514,Italy,Data Scientist,Female,5,5%
1515,Italy,Data Scientist,Male,7,7%
1516,Italy,Data Security Administrator,Female,2,2%
1517,Italy,Data Security Administrator,Male,1,1%
1518,Italy,Data Security Analyst,Female,3,3%
1519,Italy,Data Security Analyst,Male,3,3%
1520,Italy,Data Specialist,Female,1,1%
1521,Italy,Data Storage Specialist,Female,5,5%
1522,Italy,Data Storage Specialist,Male,7,7%
1523,Italy,Data Systems Manager,Female,3,3%
1524,Italy,Data Systems Manager,Male,5,5%
1525,Italy,Data Technician,Male,1,1%
1526,Italy,Data Transcriber,Male,1,1%
1527,Italy,Data Typist,Female,2,2%
1528,Italy,Data Typist,Male,1,1%
1529,Italy,Data Warehouse Analyst,Female,2,2%
1530,Italy,Data Warehouse Analyst,Male,6,6%
1531,Italy,Data Warehouse Architect,Female,4,4%
1532,Italy,Data Warehouse Architect,Male,10,10%
1533,Italy,Data Warehouse Developer,Female,4,4%
1534,Italy,Data Warehouse Developer,Male,3,3%
1535,Italy,Data Warehouse Specialist,Female,5,5%
1536,Italy,Data Warehouse Specialist,Male,4,4%
1537,Italy,Data Warehousing Engineer,Female,3,3%
1538,Italy,Data Warehousing Engineer,Male,5,5%
1539,Italy,Data Warehousing Manager,Female,6,6%
1540,Italy,Data Warehousing Manager,Male,7,7%
1541,Italy,Data Warehousing Specialist,Female,4,4%
1542,Italy,Data Warehousing Specialist,Male,5,5%
1543,Italy,Database Administration Associate,Female,2,2%
1544,Italy,Database Administration Associate,Male,4,4%
1545,Italy,Database Administration Manager,Female,1,1%
1546,Italy,Database Administration Manager,Male,11,11%
1547,Italy,Database Administration Project Manager,Male,1,1%
1548,Italy,Database Administrator (DBA),Male,1,1%
1549,Italy,Database Analyst,Male,3,3%
1550,Italy,Database Architect,Female,7,7%
1551,Italy,Database Architect,Male,8,8%
1552,Italy,Database Consultant,Female,6,6%
1553,Italy,Database Consultant,Male,5,5%
1554,Italy,Database Coordinator,Female,2,2%
1555,Italy,Database Coordinator,Male,3,3%
1556,Italy,Database Design Analyst,Female,1,1%
1557,Italy,Database Design Analyst,Male,7,7%
1558,Italy,Database Designer,Female,3,3%
1559,Italy,Database Designer,Male,6,6%
1560,Italy,Database Developer,Female,1,1%
1561,Italy,Database Developer,Male,1,1%
1562,Italy,Database Development Project Manager,Male,2,2%
1563,Italy,Database Development and Administration Project Manager,Female,7,7%
1564,Italy,Database Development and Administration Project Manager,Male,3,3%
1565,Italy,Database Engineer,Female,5,5%
1566,Italy,Database Engineer,Male,3,3%
1567,Italy,Database Management System Specialist (DBMS Specialist),Female,1,1%
1568,Italy,Database Management System Specialist (DBMS Specialist),Male,9,9%
1569,Italy,Database Manager,Female,4,4%
1570,Italy,Database Manager,Male,4,4%
1571,Italy,Database Marketing Analyst,Female,2,2%
1572,Italy,Database Marketing Analyst,Male,5,5%
1573,Italy,Database Modeler,Female,1,1%
1574,Italy,Database Modeler,Male,5,5%
1575,Italy,Database Programmer,Female,1,1%
1576,Italy,Database Programmer,Male,1,1%
1577,Italy,Database Security Administrator,Female,6,6%
1578,Italy,Database Security Administrator,Male,5,5%
1579,Italy,Database Security Expert,Female,4,4%
1580,Italy,Database Security Expert,Male,5,5%
1581,Italy,Database Software Technician,Female,4,4%
1582,Italy,Database Software Technician,Male,7,7%
1583,Italy,Database Specialist,Female,2,2%
1584,Italy,Database Specialist,Male,1,1%
1585,Italy,Database Tester,Female,3,3%
1586,Italy,Database Tester,Male,7,7%
1587,Italy,Databases Computer Consultant,Female,1,1%
1588,Italy,Databases Computer Consultant,Male,3,3%
1589,Italy,Databases Software Consultant,Female,2,2%
